Date,Symbole,Titre,Cotation_Volume,Cotation_Valeur,Cours_Precedent,Cours_Ouv,Cours_Clot,Cours_Moy,Variation,Variation_Ann_Prec,Cours_Reference,Ecarts_Maximaux_Bas,Ecarts_Maximaux_Haut,Dernier_Dividende_Montant_Net,Dernier_Dividende_Date,Comp,Rdt_Net,PER
2016-08-12,SNTS,SONATEL SN,867,19 848 815,22 900,22 900,22 900,22 894,"0,00%","-8,40%",22 900,21 185,24 615,"1 500,00",15/05/2016,1er,"6,55%","10,36"
2016-08-12,BICC,BICICI,10,905 125,90 025,91 000,90 025,90 513,"0,00%","-10,87%",90 025,83 275,96 775,"2 771,41",24/07/2016,1er,"4,70%","16,30"
2016-08-12,BOAB,BOA BENIN,14,2 590 140,185 020,185 010,185 010,185 010,"-0,01%","42,32%",185 010,171 135,198 885,"8 100,00",17/05/2016,1er,"4,38%","14,87"
2016-08-12,BOABF,BOA BURKINA FASO,56,7 840 210,140 010,140 010,140 000,140 004,"0,01%","16,67%",140 000,129 500,150 500,"6 930,00",04/05/2016,1er,"4,78%","12,80"
2016-08-12,BOAC,BOA CI,20,3 736 865,183 505,183 500,183 100,186 843,"-0,22%","46,48%",183 100,169 370,196 830,"5 480,00",08/05/2016,1er,"3,39%","22,22"
2016-08-12,BOAN,BOA NIGER,47,4 358 120,92 560,93 005,92 570,92 726,"0,01%","8,91%",92 570,85 630,99 510,"4 910,00",19/05/2016,1er,"5,20%","17,06"
2016-08-12,BOAS,BOA SENEGAL,27,1 620 000,60 000,60 000,60 000,60 000,"0,00%","-24,05%",60 000,55 500,64 500,"750,00",01/08/2016,1er,"1,25%","34,63"
2016-08-12,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),639 691,16 230 071,26,26,25,25,"-3,85%","-47,92%",25,24,26,"1,99",19/07/2013,1er,"0,00%","7,06"
2016-08-12,SAFC,SAFCA CI,,,35 085,NC,NC,NC,,"6,32%",35 085,32 455,37 715,"23,04",31/07/2011,1er,"0,00%","64,20"
2016-08-12,SGBC,SGCI,29,3 756 000,130 000,130 000,129 500,129 517,"-0,38%","-3,35%",129 500,119 790,139 210,"5 228,00",28/06/2016,1er,"4,04%","14,91"
2016-08-12,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,17,4 423 700,260 000,260 500,260 100,260 218,"0,04%","-17,56%",260 100,240 595,279 605,"9 581,00",28/06/2016,1er,"3,68%","38,64"
2016-08-12,SVOC,MOVIS CI,,,5 550,NC,NC,NC,,"8,82%",5 550,5 135,5 965,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-08-12,PALC,PALM CÔTE D'IVOIRE,170,1 811 500,10 900,10 800,10 100,10 656,"-7,34%","-15,83%",10 100,9 345,10 855,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-08-12,SICC,SICOR CI,2,10 800,5 500,5 400,5 400,5 400,"-1,82%","-34,70%",5 400,4 995,5 805,"1 919,00",25/10/2000,1er,"0,00%","47,48"
2016-08-12,SOGC,SOGB CI,,,31 100,NC,NC,NC,,"21,48%",31 100,28 770,33 430,"1 710,00",25/07/2016,1er,"5,50%","11,21"
2016-08-12,SPHC,SAPH CI,2 178,27 887 400,13 500,13 400,12 800,12 804,"-5,19%","11,30%",12 800,11 840,13 760,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-08-12,ABJC,SERVAIR ABIDJAN CI,806,120 886 970,143 000,143 000,150 000,149 984,"4,90%","76,47%",150 000,138 750,161 250,"50,00",24/07/2016,1er,"1,20%","51,72"
2016-08-12,BNBC,BERNABE CI,,,175 225,NC,NC,NC,,"-2,60%",175 225,162 085,18 836,"5 500,00",08/07/2016,1er,"3,14%","24,77"
2016-08-12,CFAC,CFAO MOTORS CI,1,105 500,105 000,105 000,105 000,105 000,"-0,47%","15,38%",105 000,97 125,11 287,"2 297,70",29/07/2016,2eme,"2,19%","41,13"
2016-08-12,PRSC,TRACTAFRIC MOTORS CI,,,500 000,NC,NC,NC,"0,00%","23,46%",500 000,462 500,537 500,"13 050,00",29/07/2016,1er,"2,61%","28,76"
2016-08-12,SHEC,VIVO ENERGY CI,52,8 320 260,160 000,16 000,160 010,160 005,"0,01%","130,65%",160 010,148 010,172 010,"1 665,00",27/07/2016,2eme,"1,04%","61,74"
2016-08-12,TTLC,TOTAL CI,162,2 782 800,16 800,17 105,17 000,17 178,"1,19%","-18,85%",17 000,15 725,18 275,"450,00",02/08/2016,1er,"2,65%","39,53"
2016-08-12,TTLS,TOTAL SN,350,8 558 405,24 455,24 400,24 500,24 453,"0,18%","-6,49%",24 500,22 665,26 335,"935,00",25/07/2016,1er,"3,82%","20,19"
2016-08-12,STAC,SETAO CI,9,360 000,40 000,40 000,40 000,40 000,"0,00%","-24,11%",40 000,37 000,43 000,,,2eme,"0,00%","15,81"
2016-08-16,CABC,SICABLE CI,,,102 000,NC,NC,NC,,"-17,41%",102 000,94 350,109 650,"1 200,00",28/07/2016,1er,"1,18%","21,53"
2016-08-16,FTSC,FILTISAC CI,132,3 747 280,28 900,24 500,28 900,28 388,"0,00%","-3,65%",28 900,26 735,31 065,"1 045,00",30/06/2016,1er,"3,62%","25,93"
2016-08-16,NEIC,NEI-CEDA CI,,,3 455,NC,NC,NC,,"-17,74%",3 455,3 200,3 710,"9,00",12/08/2011,1er,"0,00%","0,00"
2016-08-16,NTLC,NESTLE CI,3,181 500,60 500,60 500,60 500,60 500,"0,00%","21,00%",60 500,55 965,65 035,"31,50",29/09/2011,2eme,"0,00%","21,30"
2016-08-16,SEMC,CROWN SIEM CI,12,600 120,50 200,50 010,50 010,50 010,"-0,38%","11,15%",50 010,46 260,53 760,"1 215,00",28/08/2015,2eme,-,"40,14"
2016-08-16,SIVC,AIR LIQUIDE CI,304,5 583 200,18 300,18 400,18 300,18 366,"0,00%","-8,50%",18 300,16 930,19 670,"630,00",18/08/2015,1er,-,"19,01"
2016-08-16,SLBC,SOLIBRA CI,,,199 000,NC,NC,NC,,"4,74%",199 000,184 075,213 925,"4 101,00",30/05/2016,1er,"2,06%","14,48"
2016-08-16,SMBC,SMB CI,3 510,108 810 000,30 005,31 000,31 000,31 000,"3,32%","63,16%",31 000,28 675,33 325,"450,00",19/07/2012,1er,"0,00%","10,92"
2016-08-16,STBC,SITAB CI,5,765 015,152 010,153 000,153 005,153 003,"0,65%","-1,92%",153 005,141 530,164 480,"8 150,00",09/07/2016,1er,"5,33%","14,94"
2016-08-16,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-08-16,UNLC,UNILEVER CI,109,2 932 100,27 495,26 900,26 900,26 900,"-2,16%","7,60%",26 900,24 885,28 915,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-08-16,UNXC,UNIWAX CI,,,27 000,NC,NC,NC,,"-5,59%",27 000,24 975,29 025,"486,00",01/06/2016,2eme,"1,80%","23,24"
2016-08-16,CIEC,CIE CI,25,1 826 800,73 000,73 000,73 000,73 072,"0,00%","4,29%",73 000,67 525,78 475,"2 661,75",30/04/2015,1er,-,"24,87"
2016-08-16,ONTBF,ONATEL BF,364,4 785 430,13 300,13 300,13 100,13 147,"-1,50%","-12,67%",13 100,12 120,14 080,"651,00",01/06/2016,1er,"4,97%","17,62"
2016-08-16,SDCC,SODECI,17,1 360 090,80 005,80 010,80 005,80 005,"0,00%","-23,07%",80 005,74 005,86 005,"3 240,00",30/05/2016,1er,"4,05%","21,88"
2016-08-16,SNTS,SONATEL SN,6 252,143 153 695,22 900,22 905,22 860,22 897,"-0,17%","-8,56%",22 860,21 150,24 570,"1 500,00",15/05/2016,1er,"6,56%","10,34"
2016-08-16,BICC,BICICI,11,990 000,90 000,90 000,90 000,90 000,"0,00%","-10,89%",90 000,83 250,96 750,"2 771,41",24/07/2016,1er,"4,70%","16,30"
2016-08-16,BOAB,BOA BENIN,13,2 438 900,186 000,186 100,186 200,187 608,"0,11%","43,23%",186 200,172 235,200 165,"8 100,00",17/05/2016,1er,"4,35%","14,97"
2016-08-16,BOABF,BOA BURKINA FASO,1,140 015,140 015,140 015,140 015,140 015,"0,00%","16,68%",140 015,129 515,150 515,"6 930,00",04/05/2016,1er,"4,78%","12,80"
2016-08-16,BOAC,BOA CI,32,5 852 885,183 000,182 900,182 905,182 903,"-0,05%","46,32%",182 905,169 190,196 620,"5 480,00",08/05/2016,1er,"3,39%","22,20"
2016-08-16,BOAN,BOA NIGER,8,752 000,94 000,94 000,94 000,94 000,"0,00%","10,59%",94 000,86 950,101 050,"4 910,00",19/05/2016,1er,"5,12%","16,22"
2016-08-16,BOAS,BOA SENEGAL,141,8 601 005,59 510,61 000,61 000,61 000,"2,50%","-22,78%",61 000,56 425,65 575,"750,00",01/08/2016,1er,"1,23%","35,21"
2016-08-16,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),301 105,6 925 415,24,23,23,23,"-4,17%","-52,08%",23,22,24,"1,99",19/07/2013,1er,"0,00%","6,50"
2016-08-16,SAFC,SAFCA CI,11,352 000,32 000,32 000,32 000,32 000,"0,00%","-3,03%",32 000,29 600,34 400,"23,04",31/07/2011,1er,"0,00%","58,55"
2016-08-16,SGBC,SGCI,50,6 500 000,129 500,130 000,130 000,130 000,"0,39%","-2,98%",130 000,120 250,139 750,"5 228,00",28/06/2016,1er,"4,02%","14,96"
2016-08-16,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,5,1 300 525,260 100,260 105,260 105,260 105,"0,00%","-17,56%",260 105,240 600,279 610,"9 581,00",28/06/2016,1er,"3,68%","38,64"
2016-08-16,SVOC,MOVIS CI,,,5 550,NC,NC,NC,,"8,82%",5 550,5 135,5 965,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-08-16,PALC,PALM CÔTE D'IVOIRE,398,3 986 585,10 100,10 100,10 005,10 017,"-0,94%","-16,63%",10 005,9 255,10 755,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-08-16,SICC,SICOR CI,20,100 000,5 400,5 000,5 000,5 000,"-7,41%","-39,54%",5 000,4 625,5 375,"1 919,00",25/10/2000,1er,"0,00%","43,96"
2016-08-16,SOGC,SOGB CI,14,448 000,31 100,32 000,32 000,32 000,"2,89%","25,00%",32 000,29 600,34 400,"1 710,00",25/07/2016,1er,"5,34%","11,53"
2016-08-16,SPHC,SAPH CI,,,12 800,NC,NC,NC,,"11,30%",12 800,11 840,13 760,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-08-16,ABJC,SERVAIR ABIDJAN CI,,,150 000,NC,NC,NC,,"76,47%",150 000,138 750,161 250,"50,00",24/07/2016,1er,"1,20%","51,72"
2016-08-16,BNBC,BERNABE CI,2,328 000,175 225,164 000,164 000,164 000,"-6,41%","-8,84%",164 000,151 700,176 300,"5 500,00",08/07/2016,1er,"3,35%","23,18"
2016-08-16,CFAC,CFAO MOTORS CI,10,1 084 930,105 000,105 000,109 990,108 493,"4,75%","20,87%",109 990,101 745,118 235,"2 297,70",29/07/2016,2eme,"2,09%","43,08"
2016-08-16,PRSC,TRACTAFRIC MOTORS CI,,,500 000,NC,NC,NC,,"23,46%",500 000,462 500,537 500,"13 050,00",29/07/2016,1er,"2,61%","28,76"
2016-08-16,SHEC,VIVO ENERGY CI,2,322 010,160 010,16 010,162 000,161 005,"1,24%","133,51%",162 000,149 850,174 150,"1 665,00",27/07/2016,2eme,"1,03%","61,51"
2016-08-16,TTLC,TOTAL CI,114,1 930 300,17 000,16 900,16 900,16 932,"-0,59%","-19,33%",16 900,15 635,18 165,"450,00",02/08/2016,1er,"2,66%","39,30"
2016-08-16,TTLS,TOTAL SN,15,368 150,24 500,24 650,24 600,24 543,"0,41%","-6,11%",24 600,22 755,26 445,"935,00",25/07/2016,1er,"3,80%","20,27"
2016-08-16,STAC,SETAO CI,10,400 000,40 000,40 000,40 000,40 000,"0,00%","-24,11%",40 000,37 000,43 000,,,2eme,"0,00%","15,81"
2016-08-17,CABC,SICABLE CI,,,102 000,NC,NC,NC,,"-17,41%",102 000,94 350,109 650,"1 200,00",28/07/2016,1er,"1,18%","21,53"
2016-08-17,FTSC,FILTISAC CI,44,1 232 000,28 900,28 000,28 000,28 000,"-3,11%","-6,65%",28 000,25 900,30 100,"1 045,00",30/06/2016,1er,"3,73%","25,13"
2016-08-17,NEIC,NEI-CEDA CI,,,3 455,NC,NC,NC,,"-17,74%",3 455,3 200,3 710,"9,00",12/08/2011,1er,"0,00%","0,00"
2016-08-17,NTLC,NESTLE CI,,,60 500,NC,NC,NC,,"21,00%",60 500,55 965,65 035,"31,50",29/09/2011,2eme,"0,00%","21,30"
2016-08-17,SEMC,CROWN SIEM CI,9,452 070,50 010,51 000,50 010,50 230,"0,00%","11,15%",50 010,46 260,53 760,"1 215,00",28/08/2015,2eme,-,"40,14"
2016-08-17,SIVC,AIR LIQUIDE CI,13,237 900,18 300,18 300,18 300,18 300,"0,00%","-8,50%",18 300,16 930,19 670,"630,00",18/08/2015,1er,-,"19,01"
2016-08-17,SLBC,SOLIBRA CI,6,1 117 800,199 000,186 300,186 300,186 300,"-6,38%","-1,94%",186 300,172 330,200 270,"4 101,00",30/05/2016,1er,"2,20%","13,56"
2016-08-17,SMBC,SMB CI,11,340 945,31 000,30 995,30 995,30 995,"-0,02%","63,13%",30 995,28 675,33 315,"450,00",19/07/2012,1er,"0,00%","10,91"
2016-08-17,STBC,SITAB CI,24,3 673 000,153 005,153 000,154 000,153 042,"0,65%","-1,28%",154 000,142 450,165 550,"8 150,00",09/07/2016,1er,"5,29%","15,03"
2016-08-17,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-08-17,UNLC,UNILEVER CI,,,26 900,NC,NC,NC,,"7,60%",26 900,24 885,28 915,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-08-17,UNXC,UNIWAX CI,127,3 403 765,27 000,26 750,26 900,26 801,"-0,37%","-5,94%",26 900,24 885,28 915,"486,00",01/06/2016,2eme,"1,81%","23,15"
2016-08-17,CIEC,CIE CI,35,2 555 000,73 000,73 000,73 000,73 000,"0,00%","4,29%",73 000,67 525,78 475,"2 661,75",30/04/2015,1er,-,"24,87"
2016-08-17,ONTBF,ONATEL BF,4 977,64 780 270,13 100,13 100,13 000,13 016,"-0,76%","-13,33%",13 000,12 025,13 975,"651,00",01/06/2016,1er,"5,01%","17,49"
2016-08-17,SDCC,SODECI,1,80 005,80 005,80 005,80 005,80 005,"0,00%","-23,07%",80 005,74 005,86 005,"3 240,00",30/05/2016,1er,"4,05%","21,88"
2016-08-17,SNTS,SONATEL SN,1 881,42 940 665,22 860,22 900,22 810,22 829,"-0,22%","-8,76%",22 810,21 100,24 520,"1 500,00",15/05/2016,1er,"6,58%","10,32"
2016-08-17,BICC,BICICI,12,1 080 120,90 000,90 025,90 005,90 010,"0,01%","-10,89%",90 005,83 255,96 755,"2 771,41",24/07/2016,1er,"4,70%","16,30"
2016-08-17,BOAB,BOA BENIN,5,931 025,186 200,186 205,186 205,186 205,"0,00%","43,23%",186 205,172 240,200 170,"8 100,00",17/05/2016,1er,"4,35%","14,97"
2016-08-17,BOABF,BOA BURKINA FASO,,,140 015,NC,NC,NC,,"16,68%",140 015,129 515,150 515,"6 930,00",04/05/2016,1er,"4,78%","12,80"
2016-08-17,BOAC,BOA CI,217,39 711 000,182 905,183 000,183 000,183 000,"0,05%","46,40%",183 000,169 275,196 725,"5 480,00",08/05/2016,1er,"3,39%","22,21"
2016-08-17,BOAN,BOA NIGER,42,3 957 945,94 000,94 000,94 000,94 237,"0,00%","10,59%",94 000,86 950,101 050,"4 910,00",19/05/2016,1er,"5,12%","16,22"
2016-08-17,BOAS,BOA SENEGAL,44,2 646 000,61 000,60 000,60 000,60 136,"-1,64%","-24,05%",60 000,55 500,64 500,"750,00",01/08/2016,1er,"1,25%","34,63"
2016-08-17,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),125 673,2 764 806,23,22,22,22,"-4,35%","-54,17%",22,21,23,"1,99",19/07/2013,1er,"0,00%","6,21"
2016-08-17,SAFC,SAFCA CI,25,800 000,32 000,32 000,32 000,32 000,"0,00%","-3,03%",32 000,29 600,34 400,"23,04",31/07/2011,1er,"0,00%","58,55"
2016-08-17,SGBC,SGCI,53,6 889 985,130 000,130 000,129 995,130 000,"0,00%","-2,99%",129 995,120 250,139 740,"5 228,00",28/06/2016,1er,"4,02%","14,96"
2016-08-17,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,129,34 109 700,260 105,260 500,265 600,264 416,"2,11%","-15,82%",265 600,245 680,285 520,"9 581,00",28/06/2016,1er,"3,61%","39,46"
2016-08-17,SVOC,MOVIS CI,,,5 550,NC,NC,NC,,"8,82%",5 550,5 135,5 965,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-08-17,PALC,PALM CÔTE D'IVOIRE,77,774 480,10 005,10 010,10 110,10 058,"1,05%","-15,75%",10 110,9 355,10 865,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-08-17,SICC,SICOR CI,,,5 000,NC,NC,NC,,"-39,54%",5 000,4 625,5 375,"1 919,00",25/10/2000,1er,"0,00%","43,96"
2016-08-17,SOGC,SOGB CI,1,32 100,32 000,32 100,32 100,32 100,"0,31%","25,39%",32 100,29 695,34 505,"1 710,00",25/07/2016,1er,"5,33%","11,57"
2016-08-17,SPHC,SAPH CI,9,116 005,12 800,12 900,12 805,12 889,"0,04%","11,35%",12 805,11 845,13 765,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-08-17,ABJC,SERVAIR ABIDJAN CI,9,1 340 975,150 000,148 505,149 990,148 997,"-0,01%","76,46%",149 990,138 745,161 235,"50,00",24/07/2016,1er,"1,20%","51,72"
2016-08-17,BNBC,BERNABE CI,,,164 000,NC,NC,NC,,"-8,84%",164 000,151 700,176 300,"5 500,00",08/07/2016,1er,"3,35%","23,18"
2016-08-17,CFAC,CFAO MOTORS CI,,,109 990,NC,NC,NC,,"20,87%",109 990,101 745,118 235,"2 297,70",29/07/2016,2eme,"2,09%","43,08"
2016-08-17,PRSC,TRACTAFRIC MOTORS CI,,,500 000,NC,NC,NC,,"23,46%",500 000,462 500,537 500,"13 050,00",29/07/2016,1er,"2,61%","28,76"
2016-08-17,SHEC,VIVO ENERGY CI,6,974 000,162 000,162 000,163 000,162 333,"0,62%","134,95%",163 000,150 775,175 225,"1 665,00",27/07/2016,2eme,"1,02%","62,89"
2016-08-17,TTLC,TOTAL CI,545,9 226 300,16 900,16 900,17 000,16 929,"0,59%","-18,85%",17 000,15 725,18 275,"450,00",02/08/2016,1er,"2,65%","39,53"
2016-08-17,TTLS,TOTAL SN,130,3 186 200,24 600,24 500,24 500,24 509,"-0,41%","-6,49%",24 500,22 665,26 335,"935,00",25/07/2016,1er,"3,82%","20,19"
2016-08-17,STAC,SETAO CI,,,40 000,NC,NC,NC,,"-24,11%",40 000,37 000,43 000,,,2eme,"0,00%","15,81"
2016-08-18,CABC,SICABLE CI,,,102 000,NC,NC,NC,,"-17,41%",102 000,94 350,109 650,"1 200,00",28/07/2016,1er,"1,18%","21,53"
2016-08-18,FTSC,FILTISAC CI,194,5 381 500,28 000,28 000,28 500,27 740,"1,79%","-4,98%",28 500,26 365,30 635,"161,27",18/08/2016,1er,"3,67%","25,58"
2016-08-18,NEIC,NEI-CEDA CI,3,10 200,3 455,3 400,3 400,3 400,"-1,59%","-19,05%",3 400,3 145,3 655,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-08-18,NTLC,NESTLE CI,,,60 500,NC,NC,NC,,"21,00%",60 500,55 965,65 035,"31,50",29/09/2011,2eme,"0,00%","21,30"
2016-08-18,SEMC,CROWN SIEM CI,5,250 010,50 010,50 010,50 000,50 002,"-0,02%","11,12%",50 000,46 250,53 750,"1 215,00",28/08/2015,2eme,-,"40,13"
2016-08-18,SIVC,AIR LIQUIDE CI,507,8 907 400,18 300,18 200,18 000,17 569,"-1,64%","-10,00%",18 000,16 650,19 350,"630,00",18/08/2015,1er,-,"18,70"
2016-08-18,SLBC,SOLIBRA CI,4,745 200,186 300,186 300,186 300,186 300,"0,00%","-1,94%",186 300,172 330,200 270,"4 101,00",30/05/2016,1er,"2,20%","13,56"
2016-08-18,SMBC,SMB CI,45,1 392 480,30 995,30 990,31 000,30 944,"0,02%","63,16%",31 000,28 675,33 325,"450,00",19/07/2012,1er,"0,00%","10,92"
2016-08-18,STBC,SITAB CI,14,2 156 025,154 000,154 005,154 000,154 002,"0,00%","-1,28%",154 000,142 450,165 550,"8 150,00",09/07/2016,1er,"5,29%","15,03"
2016-08-18,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-08-18,UNLC,UNILEVER CI,49,1 322 500,26 900,26 500,27 000,26 990,"0,37%","8,00%",27 000,24 975,29 025,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-08-18,UNXC,UNIWAX CI,358,9 646 530,26 900,26 995,26 800 900,26 946,"-0,37%","-6,29%",26 800,24 790,28 810,"486,00",01/06/2016,2eme,"1,81%","23,06"
2016-08-18,CIEC,CIE CI,164,12 109 395,73 000,73 010,73 000,73 838,"0,00%","4,29%",73 000,67 525,78 475,"2 661,75",30/04/2015,1er,-,"24,87"
2016-08-18,ONTBF,ONATEL BF,1 952,25 365 685,13 000,13 000,12 905,12 995,"-0,73%","-13,97%",12 905,11 940,13 870,"651,00",01/06/2016,1er,"5,04%","17,36"
2016-08-18,SDCC,SODECI,2,160 015,80 005,80 010,80 005,80 008,"0,00%","-23,07%",80 005,74 005,86 005,"3 240,00",30/05/2016,1er,"4,05%","21,88"
2016-08-18,SNTS,SONATEL SN,3 139,71 698 990,22 810,22 855,22 815,22 841,"0,02%","-8,74%",22 815,21 105,24 525,"1 500,00",15/05/2016,1er,"6,57%","10,32"
2016-08-18,BICC,BICICI,43,3 870 215,90 005,90 005,90 005,90 005,"0,00%","-10,89%",90 005,83 255,96 755,"2 771,41",24/07/2016,1er,"4,70%","16,30"
2016-08-18,BOAB,BOA BENIN,3,558 630,186 205,186 210,186 210,186 210,"0,00%","43,24%",186 210,172 245,200 175,"8 100,00",17/05/2016,1er,"4,35%","14,97"
2016-08-18,BOABF,BOA BURKINA FASO,4,563 020,140 015,140 020,141 000,140 755,"0,70%","17,50%",141 000,130 425,151 575,"6 930,00",04/05/2016,1er,"4,75%","12,89"
2016-08-18,BOAC,BOA CI,66,12 078 000,183 000,183 000,183 000,183 000,"0,00%","46,40%",183 000,169 275,196 725,"5 480,00",08/05/2016,1er,"3,39%","22,21"
2016-08-18,BOAN,BOA NIGER,138,12 972 000,94 000,94 000,94 000,94 000,"0,00%","10,59%",94 000,86 950,101 050,"4 910,00",19/05/2016,1er,"5,12%","16,22"
2016-08-18,BOAS,BOA SENEGAL,16,960 000,60 000,60 000,60 000,60 000,"0,00%","-24,05%",60 000,55 500,64 500,"750,00",01/08/2016,1er,"1,25%","34,63"
2016-08-18,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),803 912,16 882 152,22,21,21,21,"-4,55%","-56,25%",21,20,22,"1,99",19/07/2013,1er,"0,00%","5,93"
2016-08-18,SAFC,SAFCA CI,,,32 000,NC,NC,NC,,"-3,03%",32 000,29 600,34 400,"23,04",31/07/2011,1er,"0,00%","58,55"
2016-08-18,SGBC,SGCI,167,21 552 945,129 995,129 990,126 020,129 060,"-3,06%","-5,95%",126 020,116 570,135 470,"5 228,00",28/06/2016,1er,"4,15%","14,51"
2016-08-18,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,10,2 601 075,265 600,260 110,260 105,260 108,"-2,07%","-17,56%",260 105,240 600,279 610,"9 581,00",28/06/2016,1er,"3,68%","38,64"
2016-08-18,SVOC,MOVIS CI,10,51 350,5 550,5 135,5 135,5 135,"-7,48%","0,69%",5 135,4 750,5 520,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-08-18,PALC,PALM CÔTE D'IVOIRE,72,746 700,10 110,10 200,10 500,10 371,"3,86%","-12,50%",10 500,9 715,11 285,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-08-18,SICC,SICOR CI,60,315 900,5 000,5 000,5 300,5 265,"6,00%","-35,91%",5 300,4 905,5 695,"1 919,00",25/10/2000,1er,"0,00%","46,60"
2016-08-18,SOGC,SOGB CI,47,1 551 000,32 100,33 000,33 000,33 000,"2,80%","28,91%",33 000,30 525,35 475,"1 710,00",25/07/2016,1er,"5,18%","11,89"
2016-08-18,SPHC,SAPH CI,232,2 973 700,12 805,12 995,12 800,12 818,"-0,04%","11,30%",12 800,11 840,13 760,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-08-18,ABJC,SERVAIR ABIDJAN CI,46,6 830 500,149 990,148 500,148 500,148 489,"-0,99%","74,71%",148 500,137 365,159 635,"50,00",24/07/2016,1er,"1,21%","51,20"
2016-08-18,BNBC,BERNABE CI,133,21 812 140,164 000,164 005,164 010,164 001,"0,01%","-8,83%",164 010,151 710,176 310,"5 500,00",08/07/2016,1er,"3,35%","23,18"
2016-08-18,CFAC,CFAO MOTORS CI,101,10 602 000,109 990,105 000,102 000,104 970,"-7,26%","12,09%",102 000,94 350,109 650,"2 297,70",29/07/2016,2eme,"2,25%","39,95"
2016-08-18,PRSC,TRACTAFRIC MOTORS CI,,,500 000,NC,NC,NC,,"23,46%",500 000,462 500,537 500,"13 050,00",29/07/2016,1er,"2,61%","28,76"
2016-08-18,SHEC,VIVO ENERGY CI,89,14 228 890,163 000,163 000,155 020,159 875,"-4,90%","123,45%",155 020,143 395,166 645,"1 665,00",27/07/2016,2eme,"1,07%","59,81"
2016-08-18,TTLC,TOTAL CI,1 313,22 599 590,17 000,17 495,16 750,17 212,"-1,47%","-20,05%",16 750,15 495,18 005,"450,00",02/08/2016,1er,"2,69%","38,95"
2016-08-18,TTLS,TOTAL SN,369,9 082 550,24 500,24 500,24 700,24 614,"0,82%","-5,73%",24 700,22 850,26 550,"935,00",25/07/2016,1er,"3,79%","20,36"
2016-08-18,STAC,SETAO CI,,,40 000,NC,NC,NC,,"-24,11%",40 000,37 000,43 000,,,2eme,"0,00%","15,81"
2016-08-19,CABC,SICABLE CI,10,1 005 000,102 000,100 500,100 500,100 500,"-1,47%","-18,62%",100 500,92 965,108 035,"1 200,00",28/07/2016,1er,"1,19%","21,21"
2016-08-19,FTSC,FILTISAC CI,13,370 500,28 500,28 500,28 500,28 500,"0,00%","-4,98%",28 500,26 365,30 635,"161,27",18/08/2016,1er,"3,67%","25,58"
2016-08-19,NEIC,NEI-CEDA CI,21,72 005,3 400,3 400,3 455,3 429,"1,62%","-17,74%",3 455,3 200,3 710,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-08-19,NTLC,NESTLE CI,25,1 530 000,60 500,64 000,60 500,61 200,"0,00%","21,00%",60 500,55 965,65 035,"31,50",29/09/2011,2eme,"0,00%","21,30"
2016-08-19,SEMC,CROWN SIEM CI,200,10 000 000,50 000,50 000,50 000,50 000,"0,00%","11,12%",50 000,46 250,53 750,"1 215,00",28/08/2015,2eme,-,"40,13"
2016-08-19,SIVC,AIR LIQUIDE CI,,,18 000,NC,NC,NC,,"-10,00%",18 000,16 650,19 350,"630,00",18/08/2015,1er,-,"18,70"
2016-08-19,SLBC,SOLIBRA CI,10,1 926 500,186 300,186 300,199 000,192 650,"6,82%","4,74%",199 000,184 075,213 925,"4 101,00",30/05/2016,1er,"2,06%","14,48"
2016-08-19,SMBC,SMB CI,60,1 830 250,31 000,30 505,30 500,30 504,"-1,61%","60,53%",30 500,28 215,32 785,"450,00",19/07/2012,1er,"0,00%","10,74"
